100,Lamborghini Milano,https://lamborghini-milano.com/it,"Milano, Italy",1982
101,Lamborghini Miami,https://lamborghini-miami.com/en,"North Miami Beach, Florida",1990
102,Lamborghini Las Vegas,http://www.lamborghini-lasvegas.com/,"Las Vegas, Nevada",2005
104,Lamborghini Seoul,https://lamborghini-seoul.com/en,"Seoul, South Korea",2007
